merchant_id,segment,converted_from,onboarding_channel,conversion_month,churn_month
M12908,regular,Check,outreach,2025-06-01,
M12909,occasional,ACH,outreach,2025-06-01,
M12910,occasional,ACH,outreach,2025-06-01,
M12911,regular,ACH,organic,2025-06-01,
M12912,high_frequency,ACH,organic,2025-06-01,
M12913,occasional,ACH,organic,2025-06-01,
M12914,regular,ACH,outreach,2025-06-01,2025-07-01
M12915,high_frequency,Check,outreach,2025-06-01,
M12916,regular,ACH,integrated,2025-06-01,
M12917,regular,ACH,organic,2025-06-01,2025-06-01
M12918,occasional,Check,integrated,2025-06-01,
M12919,occasional,Check,outreach,2025-06-01,
M12920,occasional,ACH,organic,2025-06-01,
M12921,regular,Check,outreach,2025-06-01,2025-08-01
M12922,occasional,Check,outreach,2025-06-01,
M12923,regular,Check,organic,2025-06-01,
M12924,high_frequency,Check,outreach,2025-06-01,2025-07-01
M12925,high_frequency,Check,organic,2025-06-01,
M12926,regular,ACH,organic,2025-06-01,
M12927,regular,Check,outreach,2025-06-01,2025-06-01
M12928,occasional,Check,outreach,2025-06-01,2025-11-01
M12929,regular,Check,integrated,2025-06-01,2025-06-01
M12930,regular,ACH,outreach,2025-06-01,2025-06-01
M12931,regular,ACH,integrated,2025-06-01,
M12932,regular,Check,organic,2025-06-01,
M12933,occasional,ACH,outreach,2025-06-01,
M12934,regular,ACH,integrated,2025-06-01,2025-06-01
M12935,occasional,Check,outreach,2025-06-01,
M12936,regular,ACH,outreach,2025-06-01,2025-06-01
M12937,regular,Check,outreach,2025-06-01,
M12938,occasional,Check,outreach,2025-06-01,
M12939,regular,ACH,integrated,2025-06-01,2025-09-01
M12940,occasional,ACH,integrated,2025-06-01,
M12941,regular,ACH,outreach,2025-06-01,2025-07-01
M12942,occasional,ACH,organic,2025-06-01,
M12943,regular,ACH,outreach,2025-06-01,2025-08-01
M12944,occasional,ACH,organic,2025-06-01,
M12945,high_frequency,Check,integrated,2025-06-01,2025-10-01
M12946,regular,Check,organic,2025-06-01,2025-08-01
M12947,occasional,Check,organic,2025-06-01,
M12948,high_frequency,ACH,integrated,2025-06-01,
M12949,occasional,Check,organic,2025-06-01,
M12950,occasional,Check,organic,2025-06-01,
M12951,regular,Check,organic,2025-06-01,
M12952,high_frequency,ACH,integrated,2025-06-01,2025-08-01
M12953,regular,Check,integrated,2025-06-01,
M12954,regular,ACH,organic,2025-06-01,
M12955,high_frequency,ACH,organic,2025-06-01,2025-10-01
M12956,high_frequency,ACH,outreach,2025-06-01,2025-06-01
M12957,occasional,Check,integrated,2025-06-01,
M12958,occasional,ACH,outreach,2025-06-01,
M12959,regular,Check,outreach,2025-06-01,2025-10-01
M12960,regular,Check,outreach,2025-06-01,
M12961,high_frequency,ACH,outreach,2025-06-01,2025-09-01
M12962,regular,ACH,organic,2025-06-01,
M12963,regular,Check,organic,2025-06-01,
M12964,high_frequency,ACH,outreach,2025-06-01,2025-06-01
M12965,regular,Check,organic,2025-06-01,2025-08-01
M12966,occasional,Check,outreach,2025-06-01,
M12967,occasional,ACH,organic,2025-06-01,
M12968,occasional,ACH,outreach,2025-06-01,
M12969,high_frequency,ACH,organic,2025-06-01,
M12970,occasional,Check,outreach,2025-06-01,
M12971,high_frequency,Check,organic,2025-06-01,2025-07-01
M12972,high_frequency,Check,organic,2025-06-01,2025-10-01
M12973,regular,Check,outreach,2025-06-01,2025-10-01
M12974,high_frequency,ACH,outreach,2025-06-01,
M12975,high_frequency,ACH,outreach,2025-06-01,2025-06-01
M12976,high_frequency,Check,outreach,2025-06-01,2025-07-01
M12977,high_frequency,Check,organic,2025-06-01,
M12978,regular,ACH,organic,2025-06-01,
M12979,regular,ACH,outreach,2025-06-01,
M12980,high_frequency,ACH,outreach,2025-06-01,2025-06-01
M12981,occasional,ACH,integrated,2025-06-01,
M12982,occasional,ACH,outreach,2025-06-01,
M12983,regular,ACH,integrated,2025-06-01,
M12984,occasional,Check,integrated,2025-06-01,
M12985,regular,Check,outreach,2025-06-01,2025-10-01
M12986,regular,Check,outreach,2025-06-01,2025-08-01
M12987,occasional,ACH,integrated,2025-06-01,2025-06-01
M12988,occasional,Check,integrated,2025-06-01,
M12989,high_frequency,ACH,integrated,2025-06-01,
M12990,occasional,Check,integrated,2025-06-01,
M12991,occasional,Check,organic,2025-06-01,
M12992,occasional,Check,integrated,2025-06-01,
M12993,occasional,Check,integrated,2025-06-01,
M12994,occasional,Check,outreach,2025-06-01,
M12995,occasional,ACH,integrated,2025-06-01,2025-08-01
M12996,regular,Check,outreach,2025-06-01,
M12997,occasional,Check,outreach,2025-06-01,
M12998,occasional,ACH,outreach,2025-06-01,
M12999,occasional,Check,organic,2025-06-01,2025-06-01
M13000,occasional,Check,organic,2025-06-01,2025-07-01
M13001,occasional,Check,integrated,2025-06-01,
M13002,regular,Check,organic,2025-06-01,
M13003,occasional,Check,organic,2025-06-01,
M13004,high_frequency,Check,outreach,2025-06-01,2025-07-01
M13005,high_frequency,Check,integrated,2025-06-01,
M13006,regular,ACH,integrated,2025-06-01,2025-08-01
M13007,high_frequency,ACH,outreach,2025-06-01,2025-09-01
M13008,regular,Check,integrated,2025-06-01,
M13009,occasional,Check,organic,2025-06-01,
M13010,occasional,Check,outreach,2025-06-01,
M13011,regular,ACH,outreach,2025-06-01,
M13012,high_frequency,Check,outreach,2025-06-01,2025-06-01
M13013,high_frequency,ACH,organic,2025-06-01,2025-11-01
M13014,occasional,Check,integrated,2025-06-01,
M13015,occasional,ACH,outreach,2025-06-01,
M13016,high_frequency,Check,outreach,2025-06-01,
M13017,regular,Check,organic,2025-06-01,
M13018,high_frequency,Check,outreach,2025-06-01,2025-11-01
M13019,occasional,ACH,organic,2025-06-01,
M13020,regular,Check,integrated,2025-06-01,
M13021,occasional,ACH,integrated,2025-06-01,2025-08-01
M13022,regular,Check,outreach,2025-06-01,
M13023,occasional,ACH,organic,2025-06-01,2025-10-01
M13024,occasional,Check,outreach,2025-06-01,2025-07-01
M13025,occasional,ACH,outreach,2025-06-01,2025-06-01
M13026,occasional,Check,organic,2025-06-01,
M13027,regular,Check,organic,2025-06-01,
M13028,occasional,Check,organic,2025-06-01,
M13029,occasional,Check,integrated,2025-07-01,
M13030,occasional,Check,organic,2025-07-01,
M13031,high_frequency,Check,outreach,2025-07-01,2025-11-01
M13032,high_frequency,Check,organic,2025-07-01,
M13033,regular,ACH,outreach,2025-07-01,2025-07-01
M13034,occasional,ACH,organic,2025-07-01,2025-08-01
M13035,occasional,ACH,outreach,2025-07-01,
M13036,occasional,ACH,integrated,2025-07-01,
M13037,occasional,ACH,outreach,2025-07-01,
M13038,regular,Check,outreach,2025-07-01,2025-09-01
M13039,occasional,Check,outreach,2025-07-01,
M13040,regular,ACH,outreach,2025-07-01,
M13041,regular,ACH,organic,2025-07-01,
M13042,high_frequency,Check,organic,2025-07-01,2025-07-01
M13043,high_frequency,ACH,outreach,2025-07-01,2025-07-01
M13044,regular,ACH,integrated,2025-07-01,
M13045,occasional,Check,outreach,2025-07-01,
M13046,occasional,ACH,organic,2025-07-01,
M13047,high_frequency,ACH,outreach,2025-07-01,2025-09-01
M13048,regular,Check,outreach,2025-07-01,2025-07-01
M13049,occasional,Check,organic,2025-07-01,
M13050,occasional,Check,organic,2025-07-01,
M13051,regular,Check,integrated,2025-07-01,
M13052,occasional,ACH,organic,2025-07-01,
M13053,high_frequency,Check,organic,2025-07-01,2025-11-01
M13054,regular,ACH,outreach,2025-07-01,
M13055,regular,ACH,outreach,2025-07-01,
M13056,occasional,ACH,organic,2025-07-01,
M13057,occasional,Check,integrated,2025-07-01,2025-10-01
M13058,occasional,Check,organic,2025-07-01,
M13059,regular,Check,outreach,2025-07-01,
M13060,regular,Check,organic,2025-07-01,2025-08-01
M13061,occasional,Check,organic,2025-07-01,
M13062,regular,ACH,integrated,2025-07-01,
M13063,occasional,ACH,integrated,2025-07-01,
M13064,occasional,ACH,outreach,2025-07-01,2025-08-01
M13065,high_frequency,Check,outreach,2025-07-01,2025-09-01
M13066,regular,Check,outreach,2025-07-01,2025-07-01
M13067,occasional,ACH,organic,2025-07-01,2025-11-01
M13068,high_frequency,Check,integrated,2025-07-01,
M13069,high_frequency,Check,outreach,2025-07-01,2025-10-01
M13070,regular,Check,integrated,2025-07-01,
M13071,occasional,Check,integrated,2025-07-01,
M13072,occasional,ACH,outreach,2025-07-01,
M13073,occasional,Check,outreach,2025-07-01,
M13074,high_frequency,ACH,outreach,2025-07-01,2025-07-01
M13075,high_frequency,ACH,integrated,2025-07-01,2025-09-01
M13076,regular,ACH,outreach,2025-07-01,2025-10-01
M13077,occasional,ACH,organic,2025-07-01,
M13078,occasional,Check,outreach,2025-07-01,
M13079,occasional,ACH,outreach,2025-07-01,
M13080,occasional,Check,outreach,2025-07-01,
M13081,regular,Check,outreach,2025-07-01,
M13082,occasional,Check,organic,2025-07-01,
M13083,regular,ACH,outreach,2025-07-01,2025-08-01
M13084,high_frequency,Check,outreach,2025-07-01,2025-07-01
M13085,occasional,Check,organic,2025-07-01,
M13086,occasional,Check,integrated,2025-07-01,
M13087,high_frequency,ACH,outreach,2025-07-01,
M13088,occasional,Check,outreach,2025-07-01,
M13089,regular,ACH,organic,2025-07-01,
M13090,regular,Check,integrated,2025-07-01,
M13091,occasional,ACH,integrated,2025-07-01,
M13092,high_frequency,ACH,outreach,2025-07-01,2025-12-01
M13093,regular,ACH,organic,2025-07-01,2025-11-01
M13094,regular,Check,integrated,2025-07-01,
M13095,occasional,ACH,outreach,2025-07-01,
M13096,high_frequency,Check,outreach,2025-07-01,2025-08-01
M13097,occasional,Check,outreach,2025-07-01,
M13098,occasional,Check,outreach,2025-07-01,
M13099,occasional,ACH,outreach,2025-07-01,
M13100,high_frequency,Check,outreach,2025-07-01,2025-08-01
M13101,regular,Check,organic,2025-07-01,2025-08-01
M13102,occasional,ACH,outreach,2025-07-01,
M13103,regular,ACH,integrated,2025-07-01,
M13104,high_frequency,Check,integrated,2025-07-01,
M13105,occasional,Check,integrated,2025-07-01,
M13106,occasional,ACH,organic,2025-07-01,
M13107,regular,ACH,organic,2025-07-01,
M13108,regular,Check,organic,2025-07-01,2025-10-01
M13109,occasional,ACH,integrated,2025-07-01,
M13110,occasional,Check,outreach,2025-07-01,
M13111,high_frequency,Check,outreach,2025-07-01,2025-07-01
M13112,occasional,ACH,organic,2025-07-01,
M13113,regular,Check,organic,2025-07-01,2025-08-01
M13114,occasional,ACH,outreach,2025-07-01,
M13115,occasional,Check,organic,2025-07-01,
M13116,high_frequency,Check,outreach,2025-07-01,2025-08-01
M13117,occasional,ACH,organic,2025-07-01,
M13118,regular,Check,organic,2025-07-01,
M13119,regular,Check,outreach,2025-07-01,
M13120,regular,ACH,organic,2025-07-01,
M13121,regular,Check,outreach,2025-07-01,2025-11-01
M13122,occasional,ACH,organic,2025-07-01,
M13123,occasional,ACH,organic,2025-07-01,
M13124,regular,ACH,integrated,2025-07-01,
M13125,regular,ACH,organic,2025-07-01,2025-07-01
M13126,occasional,Check,outreach,2025-07-01,
M13127,high_frequency,ACH,integrated,2025-07-01,2025-10-01
M13128,occasional,Check,organic,2025-07-01,
M13129,regular,Check,integrated,2025-07-01,
M13130,regular,Check,organic,2025-07-01,
M13131,high_frequency,ACH,outreach,2025-07-01,2025-09-01
M13132,regular,ACH,outreach,2025-07-01,
M13133,occasional,Check,integrated,2025-07-01,
M13134,occasional,ACH,integrated,2025-07-01,
M13135,regular,ACH,organic,2025-07-01,
M13136,occasional,ACH,organic,2025-07-01,
M13137,regular,Check,integrated,2025-07-01,
M13138,regular,Check,outreach,2025-07-01,2025-12-01
M13139,regular,Check,outreach,2025-07-01,2025-07-01
M13140,regular,Check,integrated,2025-07-01,
M13141,occasional,ACH,organic,2025-07-01,
M13142,regular,Check,integrated,2025-07-01,
M13143,occasional,ACH,organic,2025-07-01,
M13144,regular,ACH,organic,2025-07-01,2025-08-01
M13145,occasional,Check,integrated,2025-07-01,2025-10-01
M13146,regular,Check,integrated,2025-07-01,2025-07-01
M13147,high_frequency,ACH,outreach,2025-07-01,2025-07-01
M13148,regular,Check,integrated,2025-07-01,2025-09-01
M13149,occasional,ACH,outreach,2025-07-01,
M13150,regular,ACH,outreach,2025-07-01,
M13151,occasional,Check,integrated,2025-07-01,
M13152,regular,ACH,integrated,2025-07-01,
M13153,regular,Check,outreach,2025-07-01,2025-07-01
M13154,regular,Check,outreach,2025-07-01,
M13155,occasional,Check,outreach,2025-07-01,
M13156,occasional,Check,outreach,2025-07-01,2025-09-01
M13157,occasional,Check,integrated,2025-07-01,2025-11-01
M13158,regular,Check,outreach,2025-07-01,
M13159,high_frequency,ACH,integrated,2025-07-01,2025-07-01
M13160,occasional,Check,organic,2025-07-01,
M13161,regular,Check,outreach,2025-07-01,
M13162,occasional,Check,integrated,2025-08-01,
M13163,occasional,ACH,outreach,2025-08-01,
M13164,occasional,Check,organic,2025-08-01,2025-10-01
M13165,occasional,Check,outreach,2025-08-01,
M13166,regular,Check,organic,2025-08-01,
M13167,occasional,Check,outreach,2025-08-01,
M13168,occasional,Check,outreach,2025-08-01,
M13169,high_frequency,Check,outreach,2025-08-01,
M13170,regular,Check,outreach,2025-08-01,2025-08-01
M13171,occasional,Check,organic,2025-08-01,
M13172,regular,Check,organic,2025-08-01,2025-10-01
M13173,occasional,ACH,integrated,2025-08-01,
M13174,high_frequency,Check,organic,2025-08-01,
M13175,occasional,Check,outreach,2025-08-01,
M13176,occasional,Check,outreach,2025-08-01,2025-11-01
M13177,regular,Check,organic,2025-08-01,
M13178,regular,Check,integrated,2025-08-01,
M13179,occasional,Check,integrated,2025-08-01,
M13180,occasional,ACH,outreach,2025-08-01,
M13181,occasional,ACH,outreach,2025-08-01,
M13182,occasional,ACH,organic,2025-08-01,
M13183,high_frequency,Check,outreach,2025-08-01,2025-08-01
M13184,occasional,ACH,outreach,2025-08-01,
M13185,high_frequency,ACH,integrated,2025-08-01,2025-12-01
M13186,occasional,Check,organic,2025-08-01,
M13187,regular,Check,integrated,2025-08-01,
M13188,high_frequency,ACH,outreach,2025-08-01,2025-11-01
M13189,regular,Check,outreach,2025-08-01,
M13190,high_frequency,Check,integrated,2025-08-01,
M13191,regular,Check,integrated,2025-08-01,
M13192,occasional,Check,organic,2025-08-01,
M13193,high_frequency,ACH,integrated,2025-08-01,
M13194,high_frequency,Check,integrated,2025-08-01,
M13195,high_frequency,ACH,organic,2025-08-01,2025-11-01
M13196,occasional,ACH,outreach,2025-08-01,
M13197,regular,ACH,outreach,2025-08-01,2025-09-01
M13198,occasional,ACH,organic,2025-08-01,
M13199,regular,ACH,integrated,2025-08-01,
M13200,occasional,Check,integrated,2025-08-01,
M13201,high_frequency,Check,outreach,2025-08-01,
M13202,occasional,Check,outreach,2025-08-01,
M13203,occasional,Check,integrated,2025-08-01,
M13204,occasional,ACH,outreach,2025-08-01,
M13205,occasional,ACH,integrated,2025-08-01,
M13206,regular,Check,outreach,2025-08-01,2025-09-01
M13207,regular,ACH,organic,2025-08-01,
M13208,occasional,ACH,organic,2025-08-01,
M13209,high_frequency,Check,organic,2025-08-01,
M13210,occasional,Check,outreach,2025-08-01,
M13211,regular,Check,outreach,2025-08-01,
M13212,high_frequency,Check,outreach,2025-08-01,2025-10-01
M13213,high_frequency,ACH,integrated,2025-08-01,
M13214,high_frequency,ACH,organic,2025-08-01,
M13215,high_frequency,Check,integrated,2025-08-01,2025-09-01
M13216,occasional,ACH,organic,2025-08-01,
M13217,high_frequency,ACH,outreach,2025-08-01,
M13218,high_frequency,ACH,integrated,2025-08-01,2025-08-01
M13219,occasional,Check,organic,2025-08-01,
M13220,high_frequency,ACH,outreach,2025-08-01,
M13221,occasional,ACH,organic,2025-08-01,
M13222,regular,Check,outreach,2025-08-01,2025-10-01
M13223,high_frequency,ACH,organic,2025-08-01,2025-08-01
M13224,occasional,Check,integrated,2025-08-01,
M13225,regular,Check,outreach,2025-08-01,2025-08-01
M13226,high_frequency,Check,outreach,2025-08-01,2025-09-01
M13227,occasional,Check,outreach,2025-08-01,
M13228,occasional,Check,integrated,2025-08-01,
M13229,high_frequency,Check,organic,2025-08-01,
M13230,regular,ACH,integrated,2025-08-01,
M13231,occasional,ACH,organic,2025-08-01,
M13232,regular,Check,integrated,2025-08-01,
M13233,regular,ACH,integrated,2025-08-01,
M13234,regular,Check,organic,2025-08-01,2025-12-01
M13235,occasional,Check,outreach,2025-08-01,
M13236,regular,Check,outreach,2025-08-01,
M13237,occasional,ACH,outreach,2025-08-01,
M13238,high_frequency,ACH,integrated,2025-08-01,
M13239,high_frequency,ACH,outreach,2025-08-01,2025-09-01
M13240,regular,Check,integrated,2025-08-01,
M13241,regular,Check,outreach,2025-08-01,
M13242,occasional,Check,organic,2025-08-01,
M13243,occasional,ACH,outreach,2025-08-01,
M13244,occasional,ACH,outreach,2025-08-01,2025-10-01
M13245,occasional,ACH,outreach,2025-08-01,
M13246,high_frequency,Check,outreach,2025-08-01,
M13247,regular,ACH,outreach,2025-08-01,2025-09-01
M13248,regular,Check,outreach,2025-08-01,
M13249,occasional,Check,organic,2025-08-01,
M13250,occasional,ACH,integrated,2025-08-01,
M13251,occasional,Check,integrated,2025-08-01,
M13252,regular,Check,organic,2025-08-01,
M13253,occasional,Check,outreach,2025-08-01,
M13254,regular,Check,outreach,2025-08-01,
M13255,occasional,Check,organic,2025-08-01,
M13256,regular,Check,integrated,2025-08-01,
M13257,occasional,Check,integrated,2025-08-01,
M13258,regular,Check,outreach,2025-08-01,2025-08-01
M13259,regular,ACH,integrated,2025-08-01,2025-08-01
M13260,regular,Check,outreach,2025-08-01,2025-09-01
M13261,regular,Check,organic,2025-08-01,2025-10-01
M13262,regular,ACH,outreach,2025-08-01,
M13263,regular,ACH,integrated,2025-08-01,2025-09-01
M13264,regular,Check,outreach,2025-08-01,
M13265,occasional,Check,organic,2025-08-01,
M13266,occasional,Check,organic,2025-08-01,
M13267,high_frequency,Check,integrated,2025-08-01,
M13268,occasional,ACH,organic,2025-08-01,
M13269,regular,ACH,outreach,2025-08-01,
M13270,occasional,ACH,outreach,2025-08-01,2025-10-01
M13271,occasional,ACH,organic,2025-08-01,
M13272,occasional,ACH,outreach,2025-08-01,
M13273,high_frequency,ACH,outreach,2025-08-01,2025-08-01
M13274,high_frequency,ACH,organic,2025-08-01,2025-09-01
M13275,regular,Check,organic,2025-08-01,
M13276,occasional,Check,organic,2025-08-01,
M13277,regular,ACH,organic,2025-08-01,
M13278,occasional,Check,integrated,2025-08-01,
M13279,occasional,Check,outreach,2025-08-01,
M13280,regular,Check,organic,2025-08-01,
M13281,high_frequency,Check,integrated,2025-08-01,2025-09-01
M13282,regular,ACH,integrated,2025-08-01,2025-09-01
M13283,regular,Check,organic,2025-08-01,
M13284,regular,Check,integrated,2025-08-01,
M13285,occasional,ACH,organic,2025-08-01,
M13286,regular,Check,integrated,2025-08-01,
M13287,occasional,ACH,outreach,2025-08-01,
M13288,occasional,ACH,outreach,2025-08-01,
M13289,regular,Check,outreach,2025-08-01,
M13290,occasional,Check,outreach,2025-08-01,
M13291,high_frequency,Check,integrated,2025-08-01,
M13292,occasional,ACH,organic,2025-08-01,
M13293,regular,Check,outreach,2025-08-01,
M13294,regular,Check,integrated,2025-08-01,
M13295,high_frequency,Check,outreach,2025-08-01,2025-10-01
M13296,occasional,Check,organic,2025-08-01,
M13297,occasional,Check,outreach,2025-08-01,
M13298,regular,Check,outreach,2025-08-01,
M13299,regular,Check,organic,2025-08-01,
M13300,high_frequency,ACH,organic,2025-09-01,2025-10-01
M13301,occasional,Check,integrated,2025-09-01,
M13302,occasional,Check,outreach,2025-09-01,
M13303,occasional,Check,organic,2025-09-01,2025-09-01
M13304,high_frequency,Check,outreach,2025-09-01,2025-09-01
M13305,regular,Check,organic,2025-09-01,
M13306,occasional,Check,organic,2025-09-01,
M13307,regular,ACH,organic,2025-09-01,
M13308,regular,ACH,outreach,2025-09-01,
M13309,regular,Check,organic,2025-09-01,
M13310,occasional,Check,organic,2025-09-01,
M13311,high_frequency,ACH,organic,2025-09-01,
M13312,regular,Check,organic,2025-09-01,
M13313,high_frequency,Check,integrated,2025-09-01,
M13314,occasional,ACH,outreach,2025-09-01,
M13315,occasional,Check,organic,2025-09-01,
M13316,high_frequency,ACH,outreach,2025-09-01,2025-10-01
M13317,high_frequency,ACH,outreach,2025-09-01,2025-10-01
M13318,regular,ACH,integrated,2025-09-01,2025-12-01
M13319,high_frequency,ACH,outreach,2025-09-01,
M13320,occasional,Check,outreach,2025-09-01,
M13321,occasional,Check,outreach,2025-09-01,
M13322,regular,ACH,organic,2025-09-01,2025-09-01
M13323,high_frequency,Check,integrated,2025-09-01,
M13324,regular,Check,integrated,2025-09-01,
M13325,regular,Check,integrated,2025-09-01,
M13326,regular,Check,outreach,2025-09-01,2025-10-01
M13327,high_frequency,Check,organic,2025-09-01,
M13328,high_frequency,Check,organic,2025-09-01,2025-09-01
M13329,occasional,Check,organic,2025-09-01,
M13330,occasional,Check,organic,2025-09-01,
M13331,regular,Check,organic,2025-09-01,
M13332,regular,Check,outreach,2025-09-01,
M13333,occasional,Check,organic,2025-09-01,
M13334,high_frequency,Check,organic,2025-09-01,
M13335,regular,ACH,integrated,2025-09-01,
M13336,regular,Check,integrated,2025-09-01,
M13337,high_frequency,ACH,outreach,2025-09-01,2025-09-01
M13338,regular,Check,organic,2025-09-01,
M13339,occasional,Check,organic,2025-09-01,
M13340,regular,ACH,organic,2025-09-01,2025-09-01
M13341,occasional,Check,integrated,2025-09-01,
M13342,occasional,ACH,integrated,2025-09-01,
M13343,occasional,Check,organic,2025-09-01,
M13344,regular,Check,organic,2025-09-01,2025-09-01
M13345,high_frequency,ACH,outreach,2025-09-01,2025-10-01
M13346,regular,ACH,outreach,2025-09-01,
M13347,occasional,Check,outreach,2025-09-01,2025-12-01
M13348,regular,Check,outreach,2025-09-01,
M13349,occasional,Check,integrated,2025-09-01,
M13350,regular,Check,outreach,2025-09-01,
M13351,regular,ACH,organic,2025-09-01,2025-09-01
M13352,occasional,ACH,integrated,2025-09-01,
M13353,occasional,Check,outreach,2025-09-01,
M13354,occasional,ACH,integrated,2025-09-01,
M13355,high_frequency,Check,organic,2025-09-01,
M13356,high_frequency,ACH,integrated,2025-09-01,
M13357,regular,Check,outreach,2025-09-01,
M13358,occasional,Check,outreach,2025-09-01,
M13359,occasional,Check,organic,2025-09-01,
M13360,occasional,ACH,organic,2025-09-01,2025-10-01
M13361,regular,ACH,organic,2025-09-01,2025-12-01
M13362,high_frequency,ACH,outreach,2025-09-01,
M13363,occasional,ACH,integrated,2025-09-01,
M13364,occasional,Check,outreach,2025-09-01,2025-12-01
M13365,regular,Check,integrated,2025-09-01,
M13366,regular,Check,outreach,2025-09-01,2025-11-01
M13367,regular,Check,integrated,2025-09-01,
M13368,high_frequency,Check,organic,2025-09-01,
M13369,occasional,Check,outreach,2025-09-01,
M13370,regular,ACH,outreach,2025-09-01,
M13371,regular,Check,organic,2025-09-01,
M13372,high_frequency,Check,outreach,2025-09-01,2025-12-01
M13373,occasional,Check,organic,2025-09-01,
M13374,regular,ACH,organic,2025-09-01,2025-11-01
M13375,regular,ACH,integrated,2025-09-01,
M13376,high_frequency,Check,organic,2025-09-01,2025-10-01
M13377,regular,ACH,organic,2025-09-01,2025-11-01
M13378,regular,ACH,integrated,2025-09-01,
M13379,occasional,Check,integrated,2025-09-01,
M13380,regular,Check,organic,2025-09-01,
M13381,high_frequency,ACH,outreach,2025-09-01,
M13382,high_frequency,ACH,organic,2025-09-01,2025-10-01
M13383,regular,Check,organic,2025-09-01,2025-09-01
M13384,occasional,Check,outreach,2025-09-01,
M13385,occasional,ACH,organic,2025-09-01,2025-10-01
M13386,regular,Check,integrated,2025-09-01,
M13387,occasional,Check,organic,2025-09-01,
M13388,regular,ACH,organic,2025-09-01,2025-09-01
M13389,regular,Check,outreach,2025-09-01,
M13390,occasional,ACH,outreach,2025-09-01,
M13391,occasional,Check,organic,2025-09-01,
M13392,regular,Check,integrated,2025-09-01,
M13393,occasional,ACH,organic,2025-09-01,
M13394,regular,ACH,integrated,2025-09-01,
M13395,occasional,Check,organic,2025-09-01,
M13396,regular,Check,organic,2025-09-01,2025-10-01
M13397,occasional,Check,outreach,2025-09-01,2025-10-01
M13398,occasional,Check,organic,2025-09-01,
M13399,occasional,Check,outreach,2025-09-01,
M13400,occasional,Check,organic,2025-09-01,
M13401,occasional,Check,organic,2025-09-01,
M13402,occasional,Check,integrated,2025-09-01,
M13403,occasional,Check,organic,2025-09-01,
M13404,occasional,Check,integrated,2025-09-01,
M13405,occasional,Check,integrated,2025-09-01,
M13406,regular,Check,organic,2025-09-01,
M13407,occasional,Check,outreach,2025-09-01,
M13408,occasional,Check,integrated,2025-09-01,
M13409,occasional,Check,outreach,2025-09-01,2025-10-01
M13410,occasional,Check,integrated,2025-09-01,
M13411,occasional,Check,integrated,2025-09-01,
M13412,high_frequency,Check,outreach,2025-09-01,
M13413,occasional,Check,integrated,2025-09-01,
M13414,regular,ACH,outreach,2025-09-01,2025-12-01
M13415,occasional,Check,organic,2025-09-01,
M13416,occasional,Check,integrated,2025-09-01,
M13417,occasional,Check,outreach,2025-09-01,
M13418,high_frequency,Check,organic,2025-09-01,2025-09-01
M13419,regular,Check,organic,2025-09-01,
M13420,high_frequency,Check,outreach,2025-09-01,2025-10-01
M13421,occasional,ACH,integrated,2025-09-01,2025-09-01
M13422,occasional,Check,organic,2025-09-01,
M13423,high_frequency,Check,outreach,2025-09-01,
M13424,high_frequency,ACH,outreach,2025-09-01,2025-11-01
M13425,high_frequency,ACH,organic,2025-09-01,
M13426,occasional,Check,integrated,2025-09-01,
M13427,regular,Check,outreach,2025-09-01,2025-10-01
M13428,high_frequency,Check,outreach,2025-09-01,
M13429,occasional,Check,organic,2025-09-01,2025-09-01
M13430,occasional,ACH,integrated,2025-09-01,
M13431,regular,ACH,organic,2025-09-01,
M13432,regular,ACH,organic,2025-09-01,
M13433,occasional,Check,integrated,2025-09-01,
M13434,regular,Check,integrated,2025-09-01,
M13435,high_frequency,Check,outreach,2025-09-01,2025-11-01
M13436,occasional,ACH,integrated,2025-09-01,
M13437,occasional,ACH,outreach,2025-09-01,
M13438,regular,Check,organic,2025-09-01,2025-12-01
M13439,occasional,Check,organic,2025-09-01,
M13440,occasional,Check,integrated,2025-09-01,
M13441,occasional,ACH,integrated,2025-09-01,
M13442,occasional,ACH,integrated,2025-10-01,
M13443,regular,Check,outreach,2025-10-01,
M13444,occasional,ACH,organic,2025-10-01,
M13445,regular,Check,outreach,2025-10-01,
M13446,high_frequency,Check,outreach,2025-10-01,2025-11-01
M13447,occasional,ACH,organic,2025-10-01,
M13448,occasional,Check,outreach,2025-10-01,
M13449,high_frequency,Check,outreach,2025-10-01,2025-10-01
M13450,occasional,Check,outreach,2025-10-01,
M13451,occasional,Check,integrated,2025-10-01,
M13452,occasional,Check,outreach,2025-10-01,
M13453,regular,Check,outreach,2025-10-01,
M13454,regular,ACH,outreach,2025-10-01,2025-11-01
M13455,regular,Check,outreach,2025-10-01,
M13456,occasional,ACH,integrated,2025-10-01,
M13457,occasional,Check,integrated,2025-10-01,
M13458,occasional,Check,organic,2025-10-01,
M13459,occasional,ACH,integrated,2025-10-01,
M13460,regular,Check,integrated,2025-10-01,
M13461,regular,ACH,outreach,2025-10-01,2025-11-01
M13462,occasional,Check,outreach,2025-10-01,
M13463,occasional,ACH,outreach,2025-10-01,
M13464,occasional,Check,organic,2025-10-01,
M13465,regular,Check,integrated,2025-10-01,
M13466,occasional,Check,outreach,2025-10-01,
M13467,regular,ACH,integrated,2025-10-01,2025-10-01
M13468,occasional,Check,organic,2025-10-01,
